DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2021-06-29                12:41:38.265              179.48724844              4307.693963               180.48724844              1624963298.265            0                         963                       1.3999724847E+02          4.5002037048E+01          3.6250000000E+01          4.5247795105E+01          4.5003929138E+01          4.7000000000E+01          0.0000000000E+00          2.9045530399E+04          6.0000000000E+00          3.4675904456E-01          3.1061088725E-01          3.2177321367E-01          3.1614770779E-01          3.6073731671E-01          3.2312495084E-01          3.3469941875E-01          3.2878706475E-01          5.1766209897E+02          1.9333195050E+00          1.9895493786E+00          2.2269899415E+00          2.2329820663E+01          0.0000000000E+00          7.2545151133E-01          6.0204984461E+01          2.6950060310E+00          1.2740030734E+02          4.2127506355E+02          2.2706211630E+01          
2021-06-29                12:41:39.119              179.48725833              4307.694200               180.48725833              1624963299.120            0                         963                       1.3999724847E+02          4.5002037048E+01          3.6250000000E+01          4.5247795105E+01          4.5003929138E+01          4.7000000000E+01          0.0000000000E+00          2.9045530399E+04          6.0000000000E+00          3.4677602284E-01          3.1158832334E-01          3.2126748988E-01          3.1622176906E-01          3.6076187502E-01          3.2414216500E-01          3.3417137251E-01          3.2886478317E-01          5.1766119943E+02          1.9331461244E+00          1.9893985468E+00          2.2280545359E+00          2.2177113303E+01          0.0000000000E+00          7.2545151133E-01          6.0204984461E+01          2.6950060310E+00          1.2740030734E+02          4.2127506355E+02          2.2706211630E+01          
2021-06-29                12:41:39.589              179.48726377              4307.694331               180.48726377              1624963299.590            0                         963                       1.4000222425E+02          4.5002037048E+01          3.6250000000E+01          4.5247742422E+01          4.5004034504E+01          2.5000000000E+01          0.0000000000E+00          2.9044358799E+04          6.0000000000E+00          3.3948584341E-01          3.1082817774E-01          3.2151705637E-01          3.1627437358E-01          3.5318038868E-01          3.2335327868E-01          3.3443176999E-01          3.2892017800E-01          4.7991889676E+02          1.9330507577E+00          1.9893155723E+00          2.2286397659E+00          2.2093217698E+01          0.0000000000E+00          7.2545151133E-01          6.0204984461E+01          2.6950060310E+00          1.2740030734E+02          4.2101749116E+02          2.2706211630E+01          
2021-06-29                12:41:40.813              179.48727794              4307.694671               180.48727794              1624963300.814            0                         963                       1.4000200751E+02          4.5002037048E+01          3.6250000000E+01          4.5247734070E+01          4.5004051208E+01          4.7000000000E+01          0.0000000000E+00          2.9048065900E+04          6.0000000000E+00          3.2050015507E-01          3.0847005145E-01          3.2173294061E-01          3.1627268680E-01          3.3343530524E-01          3.2090297761E-01          3.3465624723E-01          3.2891906301E-01          3.8162827345E+02          1.9333395793E+00          1.9896523104E+00          2.2301639538E+00          2.1874727904E+01          0.0000000000E+00          6.6456929881E-01          6.0204984461E+01          2.3948848788E+00          1.2740030734E+02          4.2101749116E+02          2.2706211630E+01          
2021-06-29                12:41:41.673              179.48728788              4307.694909               180.48728788              1624963301.673            0                         963                       1.4000200751E+02          4.5002037048E+01          3.6250000000E+01          4.5247734070E+01          4.5004051208E+01          4.7000000000E+01          0.0000000000E+00          2.9048065900E+04          6.0000000000E+00          3.2051708083E-01          3.0879564684E-01          3.2203588663E-01          3.1626854977E-01          3.3345931766E-01          3.2124233815E-01          3.3497064054E-01          3.2891534850E-01          3.8162734806E+02          1.9335423796E+00          1.9898887517E+00          2.2312337143E+00          2.1721303164E+01          0.0000000000E+00          6.6456929881E-01          6.0204984461E+01          2.3948848788E+00          1.2740030734E+02          4.2101749116E+02          2.2706211630E+01          
2021-06-29                12:41:42.328              179.48729547              4307.695091               180.48729547              1624963302.329            0                         963                       1.3999666935E+02          4.5002037048E+01          3.6250000000E+01          4.5247734070E+01          4.5004051208E+01          2.0000000000E+00          0.0000000000E+00          2.9044481947E+04          6.0000000000E+00          3.3644000413E-01          3.0997300967E-01          3.2223320331E-01          3.1630846973E-01          3.5003268541E-01          3.2246882697E-01          3.3517696992E-01          3.2895744270E-01          3.9436583098E+02          1.9336973803E+00          1.9900694530E+00          2.2320507292E+00          2.1604029612E+01          0.0000000000E+00          6.6456929881E-01          6.0204984461E+01          2.3948848788E+00          1.2780529451E+02          4.2101749116E+02          2.1623684078E+01          
2021-06-29                12:41:43.151              179.48730500              4307.695320               180.48730500              1624963303.152            0                         963                       1.4000270462E+02          4.5002037048E+01          3.6250000000E+01          4.5247734070E+01          4.5004051208E+01          4.6000000000E+01          0.0000000000E+00          2.9045562500E+04          6.0000000000E+00          3.5640138259E-01          3.1168977631E-01          3.2238160803E-01          3.1638741409E-01          3.7082018970E-01          3.2425678640E-01          3.3533194089E-01          3.2904017644E-01          4.1035024821E+02          1.9338920217E+00          1.9903353758E+00          2.2345807414E+00          2.1983489193E+01          0.0000000000E+00          6.6456929881E-01          6.0389102807E+01          2.3948848788E+00          1.2780529451E+02          4.2101749116E+02          2.1623684078E+01          
2021-06-29                12:41:44.295              179.48731823              4307.695638               180.48731823              1624963304.295            0                         963                       1.3999817216E+02          4.5002011186E+01          3.6250000000E+01          4.5247759932E+01          4.5003999484E+01          4.7000000000E+01          0.0000000000E+00          2.9043028999E+04          6.0000000000E+00          3.8411801222E-01          3.1365512875E-01          3.2270513608E-01          3.1649502017E-01          3.9968727831E-01          3.2630457670E-01          3.3566913703E-01          3.2915276259E-01          4.3254975979E+02          1.9341627694E+00          1.9907059794E+00          2.2381260128E+00          2.2510495203E+01          0.0000000000E+00          7.9766233441E-01          6.0389102807E+01          2.6207378666E+00          1.2780529451E+02          4.2101749116E+02          2.1623684078E+01          
2021-06-29                12:41:45.109              179.48732766              4307.695864               180.48732766              1624963305.110            0                         963                       1.3999817216E+02          4.5002011186E+01          3.6250000000E+01          4.5247759932E+01          4.5003999484E+01          4.7000000000E+01          0.0000000000E+00          2.9043028999E+04          6.0000000000E+00          3.8411470598E-01          3.1555944165E-01          3.2348556655E-01          3.1654683147E-01          3.9970198324E-01          3.2828829039E-01          3.3648276964E-01          3.2920733803E-01          4.3255191835E+02          1.9343556650E+00          1.9909701014E+00          2.2406542821E+00          2.2886401515E+01          0.0000000000E+00          7.9766233441E-01          6.0389102807E+01          2.6207378666E+00          1.2780529451E+02          4.2101749116E+02          2.1623684078E+01          
2021-06-29                12:41:45.506              179.48733226              4307.695974               180.48733226              1624963305.507            0                         963                       1.4000236013E+02          4.5001976013E+01          3.6250000000E+01          4.5247795105E+01          4.5003929138E+01          2.5000000000E+01          0.0000000000E+00          2.9045590954E+04          6.0000000000E+00          3.5670829830E-01          3.1592036563E-01          3.2394067246E-01          3.1665808207E-01          3.7118823907E-01          3.2866695873E-01          3.3695818703E-01          3.2932362861E-01          4.2517745782E+02          1.9344494098E+00          1.9910985436E+00          2.2418859235E+00          2.3069694887E+01          0.0000000000E+00          7.9766233441E-01          6.0389102807E+01          2.6207378666E+00          1.2780529451E+02          4.2132195118E+02          2.1623684078E+01          
